745,1511
316,1930
70,77
70,2373
70,215
70,395
1217,1089
1217,1335
2091,1700
2334,1949
2110,1044
2110,2240
2110,782
2110,1112
2110,1755
2110,518
2110,210
2110,1223
817,82
830,2242
830,2105
830,1762
830,1113
610,387
610,484
610,323
1488,1882
1488,2260
1488,2164
1705,714
1705,706
1421,1595
2439,2240
2439,884
2439,177
2166,1660
2166,1573
2166,2411
2383,1531
1946,345
1946,1762
5,885
113,1034
113,1300
256,445
2424,1714
2249,325
2272,786
1963,77
291,1042
1838,1546
1838,951
1629,671
1629,767
1629,2462
1629,1893
1629,2010
1629,2396
1629,1141
1629,921
1629,2162
1629,1076
1629,1519
414,234
414,1180
202,1632
202,771
1343,470
2144,2031
1874,967
336,1408
336,2222
336,717
336,1799
336,2316
336,747
336,2218
336,594
336,2494
336,1964
336,233
336,757
2121,1200
2121,395
2068,50
1844,1354
1844,1893
1844,461
1844,875
2228,133
2228,2176
731,1511
130,1714
1996,2339
1996,976
1996,48
211,239
211,2401
2035,2255
2035,976
2035,1082
2335,2428
2335,451
2335,2168
90,1185
2225,1511
1054,1038
53,255
53,1810
1519,356
1519,2054
1519,1141
1519,1410
1519,1846
1519,1717
1519,790
1810,255
2429,2034
2034,197
2034,1209
2034,2077
2034,1
2034,1715
2034,83
2034,1543
2034,2216
2034,2174
2034,320
2034,1322
2034,2341
2034,1297
2034,759
2034,1980
2034,1792
2034,1724
2034,594
2034,1504
2034,1023
2034,1063
2034,1243
2034,1341
2034,768
2034,2283
2034,1012
2034,841
2034,175
2034,1513
2034,469
2034,546
2034,2005
2034,910
2034,1828
2034,1166
2034,119
2034,1882
2034,2473
2034,825
2034,2185
2034,202
2034,1695
2034,1689
2034,914
2034,2248
2034,2407
2034,2429
2034,158
2034,963
2034,2165
2034,172
2034,1102
2034,18
2034,1327
2034,622
2034,760
2034,1928
2034,404
2034,309
2034,1637
2034,1770
2034,1263
2034,221
2034,1746
2034,566
2034,2291
2034,771
2034,2491
2034,135
2034,2401
2034,1554
1692,819
1692,1569
1692,661
1692,2387
1692,1166
1692,451
1692,327
1692,792
1692,2168
1692,2016
1692,786
549,185
1620,1345
1620,1689
1620,2034
1620,1005
219,1668
219,1435
219,2107
219,891
219,1068
219,1336
219,567
219,421
219,662
219,1447
219,1150
219,1301
219,2400
1888,1089
1422,1752
1238,1384
1007,1797
1007,245
1007,1782
1007,1830
1007,320
1007,1459
1007,594
1007,2024
1007,2005
1007,1873
1007,119
1007,1038
1007,1899
1007,505
1007,1176
1007,813
1007,249
1007,408
1007,467
1007,2022
1007,2466
1007,221
1007,1963
1561,1207
1561,1208
1561,1975
2434,131
2267,865
0,1077
0,704
0,738
0,829
0,2412
0,1477
0,579
0,2248
0,2268
0,594
0,885
0,369
0,444
693,1669
693,993
693,1222
693,1829
231,674
2299,2319
1249,327
1763,1208
612,748
2006,774
2006,1560
2135,534
2135,1903
2135,1528
2135,1210
2135,1028
2135,409
2135,1536
2135,2240
2135,1732
2135,2176
2135,2151
2135,1860
2135,956
2135,2098
2135,2417
2135,637
2135,934
2135,2381
2135,1582
2135,496
2135,1673
2135,158
2135,655
2135,533
2135,1725
2135,899
2135,1657
2135,2180
2135,1112
2135,492
2135,793
2135,161
2135,2157
2135,88
1044,210
1044,327
617,50
2308,1846
1981,671
1981,1198
1981,164
767,1893
591,137
591,656
591,566
499,594
1101,510
1101,916
2103,540
1295,1893
1295,147
2016,426
2016,1692
2016,32
556,914
2391,680
2391,2178
2391,55
2391,1463
2391,1081
2391,1538
2391,326
2391,684
2391,995
2391,855
2391,1764
2391,1856
2391,2306
2391,1375
2391,1511
2391,2307
2391,688
2391,1713
2391,1362
2391,1389
2391,2313
2391,1683
2391,122
2391,2423
1396,77
885,5
1439,1060
2011,113
2011,1300
12,327
1226,1975
233,534
233,907
233,717
233,454
233,630
233,2353
233,303
233,336
233,2130
233,1267
233,494
233,1799
233,539
233,1389
233,1417
233,2488
233,1030
233,1359
233,1955
233,1923
233,519
233,1241
233,1099
1412,77
1412,1555
1412,1028
2487,1811
2487,1136
2232,438
2232,472
2232,1267
2232,331
2232,426
2232,1706
2232,688
2232,2113
2232,1964
2232,1085
2232,2257
2232,1455
2232,2198
2232,1820
2232,654
2232,2401
2232,1554
747,839
684,2391
684,1713
1998,2002
1998,1603
1119,1190
1119,865
1119,1381
1119,2059
1119,2070
1119,1870
1119,634
1119,1016
1119,786
248,2084
2371,820
2371,2450
1886,739
1960,327
